fighter_name,Height,Weight,Reach,Stance,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,TSNE1,TSNE2
Alan Baudot,"6' 3""",243 lbs.,"79""",Orthodox,1.89,0.25,10.11,0.36,0.0,0.0,0.0,0.0,63.570988,-12.648176
Mario Bautista,"5' 9""",135 lbs.,"69""",Switch,5.71,0.45,4.78,0.54,0.48,0.33,0.7,0.0,42.846294,8.967516
Chris Beal,"5' 7""",125 lbs.,"69""",Orthodox,3.45,0.35,3.18,0.61,1.6,0.58,0.78,0.2,2.7914293,17.102278
Rudy Bears,"5' 11""",170 lbs.,,Southpaw,1.27,0.29,2.53,0.5,0.0,0.0,0.0,0.0,-2.7287278,-44.040356
Salvador Becerra,"5' 9""",155 lbs.,,,4.57,0.31,3.83,0.58,0.0,0.0,0.66,0.0,32.620453,7.801446
Ariel Beck,"5' 6""",125 lbs.,"66""",Southpaw,4.44,0.34,4.31,0.64,0.0,0.0,0.0,0.0,30.661196,6.1071568
Jeff Bedard,"5' 6""",145 lbs.,,Orthodox,0.8,0.51,0.0,1.0,3.43,0.66,1.0,2.6,-48.075993,7.664271
Eric Bedard,"6' 2""",239 lbs.,,,6.37,0.35,8.54,0.52,0.0,0.0,0.0,0.0,57.152138,0.4500063
Lyle Beerbohm,"5' 10""",155 lbs.,,Southpaw,1.98,0.55,1.61,0.54,2.1,0.23,0.64,0.3,-27.694513,-2.7945476
Chase Beebe,"5' 7""",135 lbs.,"67""",Orthodox,2.17,0.38,1.64,0.69,2.49,0.42,0.41,0.9,-35.926613,11.6042185
Johnny Bedford,"5' 10""",135 lbs.,"71""",Orthodox,4.53,0.5,1.75,0.63,1.83,0.62,0.62,0.0,15.478528,20.998308
Mirsad Bektic,"5' 8""",145 lbs.,"70""",Orthodox,2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4,-34.476814,31.952696
Diana Belbita,"5' 7""",125 lbs.,"68""",Orthodox,5.81,0.39,6.49,0.52,1.69,0.66,0.64,0.0,52.779568,6.1722918
Alan Belcher,"6' 2""",185 lbs.,"75""",Orthodox,2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9,0.92987096,-5.8818107
Danilo Belluardo,"6' 0""",155 lbs.,"74""",Southpaw,1.52,0.61,4.79,0.41,3.5,1.0,0.5,0.0,-4.1310854,42.35876
Vitor Belfort,"6' 0""",185 lbs.,"74""",Southpaw,1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6,-10.323492,-19.532974
Joey Beltran,"6' 1""",185 lbs.,"75""",Orthodox,4.92,0.36,5.27,0.54,0.48,0.18,0.75,0.0,41.00505,1.6565257
Marco Beltran,"5' 8""",125 lbs.,"69""",Orthodox,2.07,0.37,1.93,0.63,0.7,0.5,0.46,0.2,-19.841696,-24.42814
Mike Bencic,"6' 0""",215 lbs.,,Orthodox,0.0,0.0,3.32,0.53,0.0,0.0,0.0,0.0,1.32877,-53.19744
Joseph Benavidez,"5' 4""",125 lbs.,"65""",Southpaw,3.52,0.34,2.67,0.61,1.41,0.3,0.62,0.6,-4.5481467,8.281009
Karla Benitez,"5' 3""",113 lbs.,,,0.0,0.0,2.4,0.57,0.0,0.0,1.0,0.0,-5.923093,-49.728115
Gabriel Benitez,"5' 8""",155 lbs.,"71""",Southpaw,4.38,0.38,3.26,0.7,0.17,0.5,0.56,1.2,21.224936,9.137731
DeAnna Bennett,"5' 4""",125 lbs.,"68""",Orthodox,3.13,0.58,3.27,0.58,0.0,0.0,0.0,1.0,11.984242,-1.3387694
Josh Bennett,"6' 4""",259 lbs.,,Orthodox,2.9,0.4,5.8,0.43,1.5,1.0,1.0,0.0,19.0163,-15.621217
Charles Bennett,"5' 8""",155 lbs.,,Orthodox,1.39,0.39,1.35,0.64,2.02,1.0,0.36,2.0,-44.846985,6.762649
Lance Benoist,"5' 11""",170 lbs.,"72""",Southpaw,3.68,0.51,2.7,0.56,1.5,0.33,0.61,0.0,1.5715495,19.255093
Joe Benoit,"5' 9""",170 lbs.,,Orthodox,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-20.772842,-49.461983
Ryan Benoit,"5' 5""",125 lbs.,"68""",Orthodox,2.95,0.41,3.4,0.6,0.33,0.25,0.7,0.5,10.609629,-4.4242597
Kenneth Bergh,"6' 2""",205 lbs.,"74""",Orthodox,4.56,0.75,1.27,0.28,0.0,0.0,0.0,0.0,22.605146,14.506192
Steve Berger,"5' 11""",170 lbs.,,Orthodox,1.0,0.27,3.26,0.36,0.84,0.4,0.16,1.7,-44.42701,-4.175187
Bret Bergmark,"5' 9""",170 lbs.,,,2.78,0.52,2.78,0.37,4.17,1.0,0.5,4.2,-55.332172,11.921671
Keith Berish,"6' 0""",205 lbs.,,Orthodox,3.58,0.36,4.81,0.62,1.76,0.4,0.0,0.0,10.083165,36.916393
Dennis Bermudez,"5' 6""",155 lbs.,"66""",Orthodox,4.42,0.46,3.07,0.59,3.89,0.4,0.82,1.1,-21.185717,40.118046
Talita Bernardo,"5' 4""",135 lbs.,"68""",Orthodox,3.12,0.42,4.04,0.55,1.62,0.22,0.28,0.5,-6.1133423,15.184448
Manny Bermudez,"5' 10""",145 lbs.,"71""",Orthodox,2.92,0.61,2.68,0.46,3.06,0.54,0.0,3.1,-50.212933,13.008668
Keith Berry,"6' 1""",185 lbs.,,,0.27,0.12,6.27,0.28,0.0,0.0,0.0,0.0,48.30829,-33.039436
Edson Berto,"5' 6""",155 lbs.,,Orthodox,1.76,0.36,4.62,0.47,5.47,0.4,0.0,2.7,-37.084496,39.881878
Allen Berube,"5' 8""",155 lbs.,,Orthodox,0.92,0.8,0.92,0.33,6.87,1.0,0.0,3.4,-36.91674,49.83716
Anton Berzin,"6' 2""",205 lbs.,,Orthodox,4.4,0.46,6.8,0.67,2.0,0.28,0.0,1.0,45.995975,-4.9716563
Khadzhi Bestaev,"6' 6""",185 lbs.,"76""",,6.15,0.29,10.0,0.43,0.0,0.0,0.0,0.0,59.837296,-1.4819888
Matt Bessette,"5' 10""",145 lbs.,"70""",Orthodox,4.36,0.41,4.45,0.58,0.64,0.28,0.61,0.3,32.882294,0.762007
Arjan Bhullar,"6' 1""",245 lbs.,"75""",Orthodox,2.33,0.56,3.25,0.59,1.73,0.75,1.0,0.0,-17.31451,5.177203
Bibulatov Magomed,"5' 5""",125 lbs.,"65""",Orthodox,3.6,0.51,1.83,0.52,2.85,0.4,0.75,0.0,-21.358807,30.191751
KB Bhullar,"6' 4""",185 lbs.,"78""",Switch,1.18,0.13,10.0,0.37,0.0,0.0,0.0,0.0,63.878456,-14.125985
David Bielkheden,"5' 10""",155 lbs.,"71""",Orthodox,1.11,0.57,1.64,0.54,2.65,0.63,0.14,0.0,-34.152336,0.053873166
Jeremiah Billington,"5' 9""",205 lbs.,,Orthodox,1.6,0.62,7.06,0.35,0.0,0.0,0.5,0.0,50.244617,-25.935043
Anthony Birchak,"5' 8""",135 lbs.,"69""",Orthodox,4.23,0.36,3.06,0.6,0.6,0.16,0.73,0.0,17.739956,10.530394
Chris Birchler,"6' 3""",205 lbs.,,Switch,9.35,0.46,14.83,0.35,0.0,0.0,0.0,0.0,62.7423,0.17327768
Michael Bisping,"6' 1""",185 lbs.,"75""",Orthodox,4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3,16.651438,16.867483
Jan Blachowicz,"6' 2""",205 lbs.,"78""",Orthodox,3.59,0.49,2.79,0.53,1.18,0.53,0.65,0.2,3.1109085,12.936932
Tom Blackledge,,205 lbs.,,Orthodox,2.91,0.61,2.55,0.46,0.0,0.0,0.75,0.0,9.682206,-30.227474
Jason Black,"5' 8""",155 lbs.,,Orthodox,1.06,0.47,2.6,0.45,0.48,0.33,0.28,6.2,-62.01872,-2.299998
Brad Blackburn,"5' 10""",170 lbs.,"73""",Orthodox,4.55,0.35,3.59,0.65,0.93,0.5,0.76,0.7,24.131424,23.698093
Maximo Blanco,"5' 8""",145 lbs.,"71""",Orthodox,4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.3,4.8218303,21.478048
Sherrard Blackledge,"5' 11""",155 lbs.,"75""",Orthodox,3.7,0.49,3.13,0.55,4.0,0.33,0.42,0.0,-23.538126,41.03139
Curtis Blaydes,"6' 4""",265 lbs.,"80""",Orthodox,3.59,0.53,1.7,0.57,6.64,0.54,0.33,0.0,-31.464386,44.57604
Arlene Blencowe,"5' 5""",145 lbs.,,,2.31,0.43,2.1,0.43,0.0,0.0,0.55,0.6,-15.857637,-29.750193
Byron Bloodworth,"5' 8""",135 lbs.,,Orthodox,1.82,0.28,5.18,0.5,0.0,0.0,0.0,0.0,41.29166,-29.843866
Dashawn Boatwright,"6' 0""",205 lbs.,,Orthodox,0.0,0.0,52.5,0.12,0.0,0.0,0.0,0.0,74.48584,-9.195149
Dan Bobish,"6' 2""",345 lbs.,,Southpaw,2.06,0.44,1.74,0.34,2.44,0.42,0.0,1.6,-38.84631,11.4294195
Kyle Bochniak,"5' 7""",145 lbs.,"70""",Orthodox,2.63,0.31,5.11,0.58,1.14,0.15,0.62,0.0,19.969854,-13.832223
Mark Bocek,"5' 8""",155 lbs.,"75""",Orthodox,2.34,0.43,2.32,0.6,3.65,0.36,0.31,1.3,-38.458817,25.420206
James Bochnovic,"6' 4""",205 lbs.,"81""",Orthodox,0.65,0.26,3.64,0.21,0.0,0.0,0.0,0.0,4.4544964,-50.17466
Galore Bofando,"5' 11""",170 lbs.,"72""",Switch,3.63,0.45,3.63,0.54,2.37,1.0,0.5,0.0,-3.4245892,30.814814
Tim Boetsch,"6' 0""",185 lbs.,"74""",Orthodox,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8,-5.818493,1.7235335
Roman Bogatov,"5' 8""",155 lbs.,"73""",Orthodox,3.33,0.42,4.4,0.44,1.0,0.09,0.5,0.0,22.942356,-6.520058
Kotetsu Boku,"5' 9""",154 lbs.,,Orthodox,2.47,0.42,2.8,0.53,0.0,0.0,0.0,0.0,8.180213,-34.505836
Kyle Bolt,"6' 2""",185 lbs.,,,7.27,0.52,7.27,0.45,0.0,0.0,0.0,0.0,56.839245,3.382215
Luc Bondole,"6' 2""",205 lbs.,,,3.35,0.51,2.04,0.62,0.0,0.0,0.0,1.8,-44.37882,-16.873287
Tony Bonello,"6' 2""",185 lbs.,,,0.62,0.33,12.62,0.1,0.0,0.0,0.0,0.0,67.52946,-12.4175205
Jesse Bongfeldt,"6' 0""",185 lbs.,,Orthodox,2.91,0.62,1.01,0.5,1.51,0.33,0.33,0.0,-18.545538,-1.7720668
Marcos Bonilla,"5' 10""",145 lbs.,,,0.47,0.12,0.47,0.94,0.0,0.0,0.0,0.0,-19.733131,-48.434425
Rogerio Bontorin,"5' 5""",125 lbs.,"67""",Orthodox,2.19,0.5,3.12,0.38,1.9,0.4,0.51,1.6,-38.852726,-1.5562124
Stephan Bonnar,"6' 4""",205 lbs.,"79""",Orthodox,2.76,0.38,3.01,0.52,1.32,0.4,0.6,1.0,-5.4619756,1.4115369
Ray Borg,"5' 4""",135 lbs.,"63""",Orthodox,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1.0,-39.81487,27.94044
Tanner Boser,"6' 2""",255 lbs.,"75""",Orthodox,4.54,0.55,2.7,0.63,0.0,0.0,1.0,0.0,25.9055,13.38121
Steve Bosse,"5' 11""",205 lbs.,"72""",Orthodox,5.99,0.52,5.38,0.5,0.92,0.33,1.0,0.0,45.284775,8.66094
Poliana Botelho,"5' 8""",115 lbs.,"67""",Orthodox,3.0,0.56,3.08,0.5,0.89,1.0,0.8,0.0,5.6575975,7.956141
Francois Botha,"6' 2""",260 lbs.,,Orthodox,0.0,0.0,1.05,0.77,0.0,0.0,0.0,0.0,-15.744694,-51.355846
Gregory Bouchelaghem,"6' 2""",183 lbs.,,Switch,0.27,0.21,1.53,0.36,0.0,0.0,0.5,0.0,-13.1252,-49.27201
Kyron Bowen,"6' 3""",185 lbs.,"73""",Orthodox,2.73,0.57,2.05,0.4,0.0,0.0,0.0,0.0,6.5788374,-32.862175
Brian Bowles,"5' 7""",135 lbs.,"70""",Orthodox,2.36,0.26,2.98,0.64,1.39,0.7,0.54,1.4,-15.275309,-10.544212
Roger Bowling,"5' 9""",155 lbs.,"68""",Orthodox,3.9,0.47,3.86,0.51,3.09,0.43,0.27,0.9,-9.533858,33.84054
Ashe Bowman,"5' 9""",155 lbs.,,,2.43,0.42,4.86,0.57,0.0,0.0,0.0,0.0,27.817705,-28.198912
Colley  Bradford,"5' 7""",145 lbs.,,,0.43,0.25,1.73,0.5,19.42,0.5,1.0,0.0,-32.20969,52.907948
Kyle Bradley,"5' 9""",155 lbs.,"71""",Orthodox,1.99,0.4,3.45,0.58,0.65,0.5,0.4,0.0,2.3608947,-17.002493
Paul Bradley,"5' 9""",170 lbs.,,Orthodox,2.26,0.32,4.13,0.56,1.12,0.16,1.0,0.0,7.09722,-15.722026
Sean Brady,"5' 10""",170 lbs.,"72""",Orthodox,4.72,0.55,3.6,0.63,2.69,0.6,1.0,1.2,8.05746,30.175873
Ebenezer Fontes Braga,"6' 0""",199 lbs.,,Orthodox,2.42,0.5,0.42,0.71,0.0,0.0,0.9,0.6,-20.427353,-40.80247
Joe Brammer,"5' 8""",155 lbs.,,Orthodox,2.15,0.31,2.8,0.56,0.81,0.5,0.5,0.0,-5.3794603,-11.876811
Ramiz Brahimaj,"5' 10""",170 lbs.,"72""",Orthodox,3.73,0.36,6.14,0.55,0.0,0.0,1.0,0.0,43.653816,-13.294716
David Branch,"6' 1""",185 lbs.,"78""",Orthodox,1.66,0.39,1.91,0.56,2.55,0.32,0.43,0.0,-33.731018,19.132025
Martin Bravo,"5' 8""",145 lbs.,"71""",Southpaw,7.66,0.39,5.72,0.51,2.6,0.35,0.85,0.0,51.395844,13.075802
Diego Brandao,"5' 7""",145 lbs.,"64""",Orthodox,2.94,0.47,3.38,0.62,3.21,0.68,0.8,0.6,-14.198396,35.34115
Tom Breese,"6' 3""",185 lbs.,"73""",Southpaw,3.34,0.5,2.81,0.6,0.0,0.0,0.7,1.1,11.685758,0.5618752
Mike Breeden,"5' 10""",155 lbs.,"70""",Orthodox,4.0,0.34,5.87,0.47,0.0,0.0,0.77,0.0,43.27404,-12.494139
Chris Brennan,"5' 8""",170 lbs.,,Orthodox,0.6,0.4,0.97,0.5,0.0,0.0,0.25,2.1,-54.4175,-10.319152
Charlie Brenneman,"5' 10""",155 lbs.,"70""",Orthodox,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0.0,-38.155216,32.394356
Robert Breslin,"5' 11""",155 lbs.,,,2.21,0.46,3.5,0.66,1.38,1.0,0.5,0.0,-1.9573176,-10.4730835
Marcos Brigagao,"6' 3""",205 lbs.,"76""",Southpaw,3.07,0.43,3.27,0.25,0.0,0.0,0.36,0.0,15.404156,-25.616213
Mack Brewer,,205 lbs.,,,0.0,0.0,6.67,0.36,0.0,0.0,0.0,0.0,49.56312,-32.80229
Jason Brilz,"5' 11""",205 lbs.,"71""",Orthodox,2.66,0.4,1.78,0.65,2.37,0.25,0.25,1.3,-34.592335,10.826825
Marcus Brimage,"5' 4""",135 lbs.,"71""",Southpaw,3.97,0.35,3.64,0.56,0.56,1.0,0.8,0.0,25.579367,2.5969858
Aaron Brink,"6' 3""",205 lbs.,,Orthodox,3.49,0.42,5.71,0.57,0.0,0.0,0.0,0.0,42.698997,-16.301273
Marcelo Brito,"6' 1""",170 lbs.,,Orthodox,0.6,0.2,3.53,0.55,0.0,0.0,0.5,0.0,3.5165312,-50.865685
Henry Briones,"5' 8""",135 lbs.,"69""",Orthodox,3.47,0.42,4.68,0.53,0.0,0.0,0.52,0.6,29.04332,-12.487076
Antwain Britt,"6' 1""",205 lbs.,"77""",,1.46,0.39,2.81,0.44,1.56,0.4,0.5,0.0,-22.3578,-13.145486
Mike Bronzoulis,"6' 0""",155 lbs.,,,1.13,0.34,2.54,0.37,0.0,0.0,0.33,0.0,-3.3564017,-43.878887
Jonathan Brookins,"6' 0""",145 lbs.,"74""",Southpaw,2.69,0.39,3.63,0.56,1.94,0.17,0.8,0.3,-9.668745,19.123978
Will Brooks,"5' 10""",155 lbs.,"72""",Orthodox,4.26,0.59,2.54,0.56,2.08,0.51,0.82,0.3,1.4653906,23.623158
Jarred Brooks,"5' 3""",125 lbs.,"62""",Switch,2.12,0.46,1.66,0.62,4.54,0.57,0.69,0.6,-36.199596,32.669655
Rob Broughton,"6' 2""",265 lbs.,"74""",Orthodox,2.83,0.6,2.54,0.51,0.0,0.0,0.26,3.2,-44.530518,-14.303662
Mike Brown,"5' 6""",145 lbs.,"70""",Orthodox,2.98,0.44,2.45,0.6,3.23,0.4,0.66,0.6,-23.134207,32.144154
Todd Brown,"5' 11""",205 lbs.,,Orthodox,2.15,0.45,3.85,0.48,0.0,0.0,0.5,0.0,22.495935,-28.922178
Matt Brown,"6' 0""",170 lbs.,"75""",Orthodox,3.69,0.54,2.67,0.55,1.56,0.44,0.63,1.4,-8.125858,8.396045
TJ Brown,"5' 9""",145 lbs.,"72""",Switch,3.22,0.42,2.21,0.5,4.92,0.6,0.4,0.4,-30.981392,40.181633
Damien Brown,"5' 10""",155 lbs.,"68""",Orthodox,3.66,0.38,4.86,0.5,0.68,0.27,0.53,0.7,26.558914,-7.4637585
Randy Brown,"6' 3""",170 lbs.,"78""",Orthodox,3.67,0.47,2.8,0.53,1.0,0.46,0.71,0.6,11.325259,14.853009
Junie Browning,"5' 9""",155 lbs.,,Orthodox,3.76,0.48,1.76,0.66,3.53,0.66,0.0,3.5,-52.114296,12.297933
Humberto Brown Morrison,"5' 10""",145 lbs.,,,1.71,0.5,2.19,0.62,1.43,0.25,0.0,0.0,-23.555748,-15.180036
Travis Browne,"6' 6""",255 lbs.,"79""",Orthodox,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2,14.81272,-11.207291
Jules Bruchez,"6' 0""",205 lbs.,,Southpaw,0.69,0.5,5.52,0.46,0.0,0.0,0.0,0.0,44.399246,-33.330227
Justin Bruckmann,"5' 9""",170 lbs.,,Orthodox,0.59,0.66,5.91,0.16,0.0,0.0,0.33,0.0,47.097458,-31.863234
Cody Brundage,"6' 0""",205 lbs.,"72""",Orthodox,7.97,0.82,6.29,0.06,6.29,0.33,0.0,0.0,31.268904,37.16451
Steve Bruno,"5' 10""",170 lbs.,,Orthodox,0.96,0.52,3.38,0.36,1.94,0.25,0.46,0.4,-29.216602,2.8582726
Fernando Bruno,"5' 6""",145 lbs.,,,1.75,0.39,1.78,0.48,2.02,0.22,0.56,0.5,-28.546345,-3.8252401
Derek Brunson,"6' 1""",185 lbs.,"77""",Southpaw,3.46,0.47,2.72,0.53,3.11,0.33,0.94,0.5,-20.626143,32.428425
Josh Bryant,"5' 10""",185 lbs.,,Orthodox,1.1,0.2,6.1,0.43,0.0,0.0,0.0,0.0,45.947533,-30.807005
Justin Buchholz,"6' 0""",155 lbs.,"73""",Orthodox,2.35,0.26,4.14,0.51,0.0,0.0,0.33,0.8,22.070425,-31.598938
Dennis Bryant,"6' 0""",205 lbs.,,Orthodox,10.56,0.59,10.56,0.13,0.0,0.0,0.0,0.0,61.219257,2.4740148
Courtney Buck,"5' 10""",135 lbs.,,Orthodox,1.49,0.28,3.24,0.54,0.0,0.0,0.33,0.0,3.7769473,-42.893616
Julia Budd,"5' 7""",145 lbs.,"67""",,2.42,0.74,1.18,0.47,3.6,0.57,0.83,0.0,-28.372953,32.05284
Joaquin Buckley,"5' 10""",185 lbs.,"76""",Southpaw,4.58,0.36,5.46,0.51,0.6,0.16,1.0,0.0,41.328594,0.8065585
Mike Budnik,"5' 9""",145 lbs.,"68""",Orthodox,0.65,0.52,0.95,0.53,0.0,0.0,0.0,3.4,-57.214924,-9.0321865
Mayra Bueno Silva,"5' 6""",135 lbs.,"66""",Orthodox,4.06,0.57,4.89,0.47,0.0,0.0,0.73,1.6,36.405148,-4.483742
Paul Buentello,"6' 2""",245 lbs.,"77""",Orthodox,3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4,18.058817,-4.2688866
Modestas Bukauskas,"6' 3""",205 lbs.,"78""",Switch,3.56,0.37,5.7,0.42,0.0,0.0,1.0,0.0,42.372746,-13.160021
Lee Kwan Bum,"6' 2""",286 lbs.,,Orthodox,0.71,0.14,0.0,1.0,0.0,0.0,0.0,0.0,-20.480658,-48.17269
Shawn Bunch,"5' 5""",135 lbs.,,,0.0,0.0,1.55,0.55,0.0,0.0,0.5,0.0,-13.33476,-50.364582
Wuliji Buren,"5' 9""",135 lbs.,"69""",Orthodox,1.63,0.42,2.96,0.56,3.38,0.42,0.71,0.4,-32.22464,25.16438
Shane Burgos,"5' 11""",145 lbs.,"75""",Orthodox,7.31,0.5,5.81,0.6,0.3,1.0,0.89,0.1,48.829357,12.958244
Joshua Burkman,"5' 10""",170 lbs.,"72""",Orthodox,2.69,0.43,3.13,0.51,2.53,0.36,0.72,0.3,-17.280586,22.557085
Mads Burnell,"5' 8""",145 lbs.,"69""",Orthodox,1.28,0.41,2.71,0.51,3.45,0.47,0.22,0.4,-33.508858,24.418774
Josh Burns,"6' 1""",244 lbs.,,,2.4,0.48,5.73,0.32,0.0,0.0,1.0,0.0,41.328465,-21.984674
Kevin Burns,"5' 10""",170 lbs.,"74""",Orthodox,2.74,0.38,4.3,0.52,0.28,0.5,0.47,0.8,24.981377,-19.559292
Herbert Burns,"5' 9""",145 lbs.,"73""",Orthodox,1.67,0.45,5.02,0.33,4.64,0.83,0.75,2.8,-36.81789,39.334938
Gilbert Burns,"5' 10""",170 lbs.,"71""",Orthodox,3.22,0.45,3.04,0.54,2.08,0.35,0.5,0.7,-5.3988023,18.72246
Nah-Shon Burrell,"5' 11""",170 lbs.,,Orthodox,4.83,0.47,3.45,0.56,0.0,0.0,0.52,0.3,30.330063,10.27808
Bubba Bush,"6' 0""",185 lbs.,,Orthodox,0.63,0.55,7.01,0.25,2.82,0.5,0.6,0.0,3.5071633,46.2447
George Bush,"6' 1""",205 lbs.,,,6.35,0.64,2.31,0.55,17.31,0.66,0.0,0.0,-31.826197,51.973274
Murilo Bustamante,"6' 2""",183 lbs.,,Orthodox,1.33,0.32,1.9,0.6,2.46,0.33,0.54,1.2,-39.67177,13.891395
Jason Butcher,"6' 3""",185 lbs.,,,1.82,0.4,2.73,0.25,13.64,0.5,0.0,0.0,-33.208714,51.13348
Eduardo Bustillos,"5' 8""",135 lbs.,,,2.61,0.59,6.22,0.35,0.0,0.0,1.0,0.0,42.804585,-20.989859
Ian Butler,"5' 8""",155 lbs.,,,2.09,0.14,6.69,0.36,0.0,0.0,0.5,0.0,47.901222,-23.935366
Cheyanne Buys,"5' 3""",115 lbs.,"63""",Switch,4.1,0.53,1.67,0.65,0.0,0.0,0.6,0.0,23.472204,15.422862
Raphael Butler,"6' 3""",261 lbs.,,,4.69,0.45,0.94,0.91,0.0,0.0,1.0,14.1,-64.93585,2.8807743
JP Buys,"5' 5""",125 lbs.,"67""",Orthodox,2.66,0.45,3.05,0.43,2.22,0.5,0.33,2.2,-13.306421,10.218884
Dennis Buzukja,"5' 9""",145 lbs.,"71""",Switch,3.8,0.46,6.8,0.35,2.0,0.25,1.0,1.0,45.56695,-4.737036
Charles Byrd,"5' 10""",185 lbs.,"73""",Orthodox,3.43,0.55,2.63,0.55,2.5,0.5,0.4,1.5,-13.047616,29.595339
Steve Byrnes,"6' 0""",170 lbs.,,Orthodox,1.2,0.51,2.67,0.27,3.0,0.6,0.0,4.0,-54.817772,5.8386345
Alvin Cacdac,"5' 6""",125 lbs.,,Orthodox,1.21,0.66,0.61,0.0,0.0,0.0,0.0,0.0,-18.334282,-45.606213
Yan Cabral,"5' 11""",155 lbs.,"73""",Orthodox,2.02,0.47,1.98,0.62,2.89,0.35,0.37,1.2,-36.93817,14.216723
Alex Caceres,"5' 10""",145 lbs.,"73""",Southpaw,4.1,0.5,2.82,0.65,0.57,0.78,0.64,0.8,14.148691,14.600624
Vince Cachero,"5' 6""",145 lbs.,"68""",Orthodox,3.29,0.45,6.51,0.43,0.0,0.0,0.18,0.5,46.186775,-16.077276
Priscila Cachoeira,"5' 7""",135 lbs.,"65""",Orthodox,3.84,0.37,7.93,0.42,0.0,0.0,0.69,0.0,54.09713,-7.9008203
Darrion Caldwell,"5' 10""",135 lbs.,,,0.85,0.34,0.57,0.6,3.41,0.66,1.0,0.8,-46.35099,28.81561
Joanne Calderwood,"5' 6""",125 lbs.,"65""",Orthodox,6.59,0.49,4.4,0.53,1.8,0.55,0.58,0.5,38.773617,19.425663
Joe Camacho,"5' 9""",155 lbs.,,Orthodox,0.31,0.17,5.0,0.42,0.0,0.0,0.0,0.0,43.73751,-35.853577
Cynthia Calvillo,"5' 4""",125 lbs.,"64""",Orthodox,4.18,0.41,3.52,0.67,1.85,0.44,0.71,1.1,10.488321,28.755373
Frank Camacho,"5' 10""",170 lbs.,"73""",Orthodox,6.67,0.46,7.31,0.52,1.17,0.45,0.72,0.0,54.22289,5.4616146
Fabricio Camoes,"5' 10""",155 lbs.,"71""",Orthodox,1.29,0.33,1.85,0.61,2.34,0.32,0.2,1.5,-40.548237,12.785446
Chris Camozzi,"6' 2""",185 lbs.,"75""",Orthodox,3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5,13.414089,3.1303074
Brian Camozzi,"6' 2""",170 lbs.,"78""",Orthodox,3.15,0.26,6.39,0.54,0.0,0.0,0.0,0.7,46.307446,-16.482718
Mike Campbell,"5' 9""",155 lbs.,,Southpaw,1.4,0.26,1.4,0.63,5.26,1.0,0.0,0.0,-40.434845,34.866016
Shane Campbell,"6' 0""",155 lbs.,"71""",Orthodox,3.99,0.59,3.19,0.55,1.36,0.28,0.82,0.0,4.100175,19.343939
Wagner Campos,"5' 6""",145 lbs.,,Southpaw,1.54,0.41,2.53,0.51,2.71,1.0,0.0,0.0,-32.177746,21.79941
Derek Campos,"5' 9""",155 lbs.,,,2.41,0.23,10.34,0.44,0.0,0.0,0.0,0.0,63.65786,-11.319496
Will Campuzano,"5' 9""",125 lbs.,"70""",Orthodox,2.43,0.31,3.82,0.57,0.88,0.45,0.48,0.2,6.9709406,-11.174676
Chico Camus,"5' 6""",125 lbs.,"66""",Orthodox,2.58,0.41,2.46,0.64,0.77,0.4,0.72,0.4,-9.558843,-6.956611
Aleksa Camur,"6' 1""",205 lbs.,"74""",Orthodox,3.94,0.54,2.49,0.57,0.84,0.33,0.2,0.0,17.835058,14.391825
Carlos Candelario,"5' 8""",125 lbs.,"67""",Southpaw,3.87,0.47,1.67,0.57,0.0,0.0,0.46,0.0,23.058624,15.664828
Ronaldo Candido,"5' 6""",125 lbs.,,Southpaw,1.67,0.42,3.87,0.52,8.0,0.53,0.0,5.0,-59.106056,11.87682
Guido Cannetti,"5' 6""",135 lbs.,"68""",Southpaw,2.85,0.51,2.17,0.5,2.64,0.5,0.75,0.3,-22.52121,27.156473
Luiz Cane,"6' 2""",185 lbs.,"77""",Southpaw,4.79,0.41,5.0,0.6,0.56,0.28,1.0,0.3,39.699757,1.985555
Jose Canseco,"6' 4""",240 lbs.,,Orthodox,0.78,0.1,4.68,0.62,0.0,0.0,0.0,0.0,40.883053,-35.54581
Jared Cannonier,"5' 11""",185 lbs.,"77""",Switch,3.7,0.52,3.09,0.64,0.16,0.33,0.54,0.0,17.369715,5.238101
Bo Cantrell,"6' 2""",235 lbs.,,Orthodox,3.16,0.16,12.63,0.0,0.0,0.0,0.0,0.0,66.59975,-9.942892
Phil Caracappa,"5' 8""",135 lbs.,"70""",Orthodox,2.93,0.5,4.07,0.29,1.0,0.08,1.0,1.0,4.9938006,-6.2066956
